global_cycle_index,cycle_index,run_id,utc_timestamp,monotonic_start,trip_time_s,verdict,analysis_version,led_state_at_gate,degraded_flags,notes,source_run,source_cycle_index,delta_monotonic_s,ref_amplitude_v,noise_sigma_v,on_threshold_v,off_threshold_v,t0_s,t0_source,record_after_t0_s,burst_start_s,t_end_s,decision,sanity_failed_note,sanity_signal_present,sanity_no_pretrigger_leakage,sanity_record_spans_no_trip_limit,sanity_burst_starts_near_t0,sanity_collapse_is_clean,sanity_no_trip_persistent,utc_ts,utc_delta_s,process_segment,gap_over_baseline_s,is_process_pause,is_likely_retry,utc_hour
726,43,5317_v3_real_20260817T143315Z,2026-08-17T15:17:09.186925+00:00,51430.400857927,0.01194,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.749793; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.005402065; t0_source=detected_onset; record_after_t0_s=0.255402; burst_start_s=-0.005402065; t_end_s=0.006537935; decision=trip time within the pass limit; trip_time_s=0.011940000; analysis_version=v3",5317_v3_real_20260817T143315Z,43,63.77655457400397,166.83415,0.749793,41.708538,16.683415,-0.005402065,detected_onset,0.255402,-0.005402065,0.006537935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:17:09.186925+00:00,61.322898,0,0.08755000000000024,False,False,15
727,44,5317_v3_real_20260817T143315Z,2026-08-17T15:18:09.324122+00:00,51491.721019711,0.0215289999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.770996; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.000986565; t0_source=detected_onset; record_after_t0_s=0.250986; burst_start_s=-0.000986565; t_end_s=0.020542435; decision=trip time within the pass limit; trip_time_s=0.021529000; analysis_version=v3",5317_v3_real_20260817T143315Z,44,61.320161784002266,168.8442,0.770996,42.21105,16.88442,-0.000986565,detected_onset,0.250986,-0.000986565,0.020542435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:18:09.324122+00:00,60.137197,0,-1.0981510000000014,False,False,15
728,45,5317_v3_real_20260817T143315Z,2026-08-17T15:19:10.930100+00:00,51551.817644806,0.0186704999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.746108; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=0.000009435; t0_source=detected_onset; record_after_t0_s=0.249990; burst_start_s=0.000009435; t_end_s=0.018679935; decision=trip time within the pass limit; trip_time_s=0.018670500; analysis_version=v3",5317_v3_real_20260817T143315Z,45,60.096625094993215,168.8442,0.746108,42.21105,16.88442,9.435e-06,detected_onset,0.24999,9.435e-06,0.018679935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:19:10.930100+00:00,61.605978,0,0.37062999999999846,False,False,15
729,46,5317_v3_real_20260817T143315Z,2026-08-17T15:20:10.877900+00:00,51613.512085033,0.0244534999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.748824; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.003667065; t0_source=detected_onset; record_after_t0_s=0.253667; burst_start_s=-0.003667065; t_end_s=0.020786435; decision=trip time within the pass limit; trip_time_s=0.024453500; analysis_version=v3",5317_v3_real_20260817T143315Z,46,61.694440227001905,166.83415,0.748824,41.708538,16.683415,-0.003667065,detected_onset,0.253667,-0.003667065,0.020786435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:20:10.877900+00:00,59.9478,0,-1.287548000000001,False,False,15
730,47,5317_v3_real_20260817T143315Z,2026-08-17T15:21:13.025214+00:00,51673.406386841,0.0121729999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.972572; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.007542565; t0_source=detected_onset; record_after_t0_s=0.257542; burst_start_s=-0.007542565; t_end_s=0.004630435; decision=trip time within the pass limit; trip_time_s=0.012173000; analysis_version=v3",5317_v3_real_20260817T143315Z,47,59.89430180800264,164.8241,0.972572,41.206025,16.48241,-0.007542565,detected_onset,0.257542,-0.007542565,0.004630435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:21:13.025214+00:00,62.147314,0,0.9119659999999996,False,False,15
731,48,5317_v3_real_20260817T143315Z,2026-08-17T15:22:15.251284+00:00,51735.565811473,0.023783,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.745881; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.003320065; t0_source=detected_onset; record_after_t0_s=0.253320; burst_start_s=-0.003320065; t_end_s=0.020462935; decision=trip time within the pass limit; trip_time_s=0.023783000; analysis_version=v3",5317_v3_real_20260817T143315Z,48,62.1594246320019,166.83415,0.745881,41.708538,16.683415,-0.003320065,detected_onset,0.25332,-0.003320065,0.020462935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:22:15.251284+00:00,62.22607,0,0.9907219999999981,False,False,15
732,49,5317_v3_real_20260817T143315Z,2026-08-17T15:23:15.601080+00:00,51797.801504338,0.0223845,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.723443; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.002414065; t0_source=detected_onset; record_after_t0_s=0.252413; burst_start_s=-0.002414065; t_end_s=0.019970435; decision=trip time within the pass limit; trip_time_s=0.022384500; analysis_version=v3",5317_v3_real_20260817T143315Z,49,62.23569286499696,168.8442,0.723443,42.21105,16.88442,-0.002414065,detected_onset,0.252413,-0.002414065,0.019970435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:23:15.601080+00:00,60.349796,0,-0.8855520000000041,False,False,15
733,50,5317_v3_real_20260817T143315Z,2026-08-17T15:24:16.400426+00:00,51858.316299152,0.0128099999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=162.814050; noise_sigma_v=0.956231; on_threshold_v=40.703513; off_threshold_v=16.281405; t0_s=-0.008336065; t0_source=detected_onset; record_after_t0_s=0.258335; burst_start_s=-0.008336065; t_end_s=0.004473935; decision=trip time within the pass limit; trip_time_s=0.012810000; analysis_version=v3",5317_v3_real_20260817T143315Z,50,60.5147948140002,162.81405,0.956231,40.703513,16.281405,-0.008336065,detected_onset,0.258335,-0.008336065,0.004473935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:24:16.400426+00:00,60.799346,0,-0.436002000000002,False,False,15
734,51,5317_v3_real_20260817T143315Z,2026-08-17T15:25:19.226869+00:00,51918.979616931,0.0136529999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=162.814050; noise_sigma_v=0.947370; on_threshold_v=40.703513; off_threshold_v=16.281405; t0_s=0.000179935; t0_source=detected_onset; record_after_t0_s=0.249819; burst_start_s=0.000179935; t_end_s=0.013832935; decision=trip time within the pass limit; trip_time_s=0.013653000; analysis_version=v3",5317_v3_real_20260817T143315Z,51,60.66331777899904,162.81405,0.94737,40.703513,16.281405,0.000179935,detected_onset,0.249819,0.000179935,0.013832935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:25:19.226869+00:00,62.826443,0,1.5910949999999957,False,False,15
735,52,5317_v3_real_20260817T143315Z,2026-08-17T15:26:20.722677+00:00,51981.779086617,0.0194769999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.714575; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.019476935; decision=trip time within the pass limit; trip_time_s=0.019477000; analysis_version=v3",5317_v3_real_20260817T143315Z,52,62.79946968600416,168.8442,0.714575,42.21105,16.88442,-6.5e-08,detected_onset,0.249999,-6.5e-08,0.019476935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:26:20.722677+00:00,61.495808,0,0.2604599999999948,False,False,15
736,53,5317_v3_real_20260817T143315Z,2026-08-17T15:27:22.134658+00:00,52043.260406407,0.023383,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.721224; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.002822065; t0_source=detected_onset; record_after_t0_s=0.252822; burst_start_s=-0.002822065; t_end_s=0.020560935; decision=trip time within the pass limit; trip_time_s=0.023383000; analysis_version=v3",5317_v3_real_20260817T143315Z,53,61.481319789992995,168.8442,0.721224,42.21105,16.88442,-0.002822065,detected_onset,0.252822,-0.002822065,0.020560935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:27:22.134658+00:00,61.411981,0,0.17663299999999538,False,False,15
737,54,5317_v3_real_20260817T143315Z,2026-08-17T15:28:22.969801+00:00,52104.665378311,0.0145454999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.965842; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=0.000007935; t0_source=detected_onset; record_after_t0_s=0.249991; burst_start_s=0.000007935; t_end_s=0.014553435; decision=trip time within the pass limit; trip_time_s=0.014545500; analysis_version=v3",5317_v3_real_20260817T143315Z,54,61.40497190400493,164.8241,0.965842,41.206025,16.48241,7.935e-06,detected_onset,0.249991,7.935e-06,0.014553435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:28:22.969801+00:00,60.835143,0,-0.4002049999999997,False,False,15
738,55,5317_v3_real_20260817T143315Z,2026-08-17T15:29:24.032853+00:00,52165.535512451,0.0190674999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.706316; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=0.000156435; t0_source=detected_onset; record_after_t0_s=0.249843; burst_start_s=0.000156435; t_end_s=0.019223935; decision=trip time within the pass limit; trip_time_s=0.019067500; analysis_version=v3",5317_v3_real_20260817T143315Z,55,60.87013414000103,168.8442,0.706316,42.21105,16.88442,0.000156435,detected_onset,0.249843,0.000156435,0.019223935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:29:24.032853+00:00,61.063052,0,-0.1722960000000029,False,False,15
739,56,5317_v3_real_20260817T143315Z,2026-08-17T15:30:36.122091+00:00,52226.541638948,0.0178959999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.708101; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=0.000053935; t0_source=detected_onset; record_after_t0_s=0.249945; burst_start_s=0.000053935; t_end_s=0.017949935; decision=trip time within the pass limit; trip_time_s=0.017896000; analysis_version=v3",5317_v3_real_20260817T143315Z,56,61.00612649699906,166.83415,0.708101,41.708538,16.683415,5.3935e-05,detected_onset,0.249945,5.3935e-05,0.017949935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:30:36.122091+00:00,72.089238,0,10.853889999999993,False,False,15
740,57,5317_v3_real_20260817T143315Z,2026-08-17T15:31:37.171433+00:00,52298.722990725,0.0223845,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.731724; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.001789065; t0_source=detected_onset; record_after_t0_s=0.251788; burst_start_s=-0.001789065; t_end_s=0.020595435; decision=trip time within the pass limit; trip_time_s=0.022384500; analysis_version=v3",5317_v3_real_20260817T143315Z,57,72.18135177699878,168.8442,0.731724,42.21105,16.88442,-0.001789065,detected_onset,0.251788,-0.001789065,0.020595435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:31:37.171433+00:00,61.049342,0,-0.186005999999999,False,False,15
741,58,5317_v3_real_20260817T143315Z,2026-08-17T15:32:54.320185+00:00,52359.715513756,0.0117169999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.867933; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.005799565; t0_source=detected_onset; record_after_t0_s=0.255799; burst_start_s=-0.005799565; t_end_s=0.005917435; decision=trip time within the pass limit; trip_time_s=0.011717000; analysis_version=v3",5317_v3_real_20260817T143315Z,58,60.99252303099638,164.8241,0.867933,41.206025,16.48241,-0.005799565,detected_onset,0.255799,-0.005799565,0.005917435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:32:54.320185+00:00,77.148752,0,15.913404,False,False,15
742,59,5317_v3_real_20260817T143315Z,2026-08-17T15:33:55.543641+00:00,52436.935799426,0.012335,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=162.814050; noise_sigma_v=0.946474; on_threshold_v=40.703513; off_threshold_v=16.281405; t0_s=-0.007645565; t0_source=detected_onset; record_after_t0_s=0.257645; burst_start_s=-0.007645565; t_end_s=0.004689435; decision=trip time within the pass limit; trip_time_s=0.012335000; analysis_version=v3",5317_v3_real_20260817T143315Z,59,77.22028567000234,162.81405,0.946474,40.703513,16.281405,-0.007645565,detected_onset,0.257645,-0.007645565,0.004689435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:33:55.543641+00:00,61.223456,0,-0.011892000000003122,False,False,15
743,60,5317_v3_real_20260817T143315Z,2026-08-17T15:34:56.195692+00:00,52498.131220439,0.0241329999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.725516; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.003464565; t0_source=detected_onset; record_after_t0_s=0.253464; burst_start_s=-0.003464565; t_end_s=0.020668435; decision=trip time within the pass limit; trip_time_s=0.024133000; analysis_version=v3",5317_v3_real_20260817T143315Z,60,61.19542101299885,166.83415,0.725516,41.708538,16.683415,-0.003464565,detected_onset,0.253464,-0.003464565,0.020668435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:34:56.195692+00:00,60.652051,0,-0.5832970000000017,False,False,15
744,61,5317_v3_real_20260817T143315Z,2026-08-17T15:35:57.321973+00:00,52558.778370725,0.022427,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.706113; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.002404565; t0_source=detected_onset; record_after_t0_s=0.252404; burst_start_s=-0.002404565; t_end_s=0.020022435; decision=trip time within the pass limit; trip_time_s=0.022427000; analysis_version=v3",5317_v3_real_20260817T143315Z,61,60.6471502860004,168.8442,0.706113,42.21105,16.88442,-0.002404565,detected_onset,0.252404,-0.002404565,0.020022435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:35:57.321973+00:00,61.126281,0,-0.10906700000000313,False,False,15
745,62,5317_v3_real_20260817T143315Z,2026-08-17T15:36:56.504475+00:00,52619.835378896,0.0118619999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.956208; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.006763065; t0_source=detected_onset; record_after_t0_s=0.256763; burst_start_s=-0.006763065; t_end_s=0.005098935; decision=trip time within the pass limit; trip_time_s=0.011862000; analysis_version=v3",5317_v3_real_20260817T143315Z,62,61.05700817100296,164.8241,0.956208,41.206025,16.48241,-0.006763065,detected_onset,0.256763,-0.006763065,0.005098935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:36:56.504475+00:00,59.182502,0,-2.0528460000000024,False,False,15
746,63,5317_v3_real_20260817T143315Z,2026-08-17T15:37:58.435258+00:00,52679.062367562,0.0194215,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.746401; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=0.000000935; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=0.000000935; t_end_s=0.019422435; decision=trip time within the pass limit; trip_time_s=0.019421500; analysis_version=v3",5317_v3_real_20260817T143315Z,63,59.22698866599967,168.8442,0.746401,42.21105,16.88442,9.35e-07,detected_onset,0.249999,9.35e-07,0.019422435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:37:58.435258+00:00,61.930783,0,0.6954349999999963,False,False,15
747,64,5317_v3_real_20260817T143315Z,2026-08-17T15:38:58.616417+00:00,52740.980084249,0.0148874999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.938863; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.000000565; t0_source=detected_onset; record_after_t0_s=0.250000; burst_start_s=-0.000000565; t_end_s=0.014886935; decision=trip time within the pass limit; trip_time_s=0.014887500; analysis_version=v3",5317_v3_real_20260817T143315Z,64,61.91771668699948,164.8241,0.938863,41.206025,16.48241,-5.65e-07,detected_onset,0.25,-5.65e-07,0.014886935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-17 15:38:58.616417+00:00,60.181159,0,-1.054189000000001,False,False,15
