global_cycle_index,cycle_index,run_id,utc_timestamp,monotonic_start,trip_time_s,verdict,analysis_version,led_state_at_gate,degraded_flags,notes,source_run,source_cycle_index,delta_monotonic_s
1261,578,5317_v3_real_20260817T143315Z,2026-08-18T00:24:20.231401+00:00,84261.36753566,0.0183915,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.718028; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.018391435; decision=trip time within the pass limit; trip_time_s=0.018391500; analysis_version=v3",5317_v3_real_20260817T143315Z,578,60.015108460997
1262,579,5317_v3_real_20260817T143315Z,2026-08-18T00:25:21.564392+00:00,84322.804295974,0.0174049999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.840202; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.000725065; t0_source=detected_onset; record_after_t0_s=0.250725; burst_start_s=-0.000725065; t_end_s=0.016679935; decision=trip time within the pass limit; trip_time_s=0.017405000; analysis_version=v3",5317_v3_real_20260817T143315Z,579,61.43676031399809
1263,580,5317_v3_real_20260817T143315Z,2026-08-18T00:26:21.940798+00:00,84384.142434932,0.0145409999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=1.008594; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.014540935; decision=trip time within the pass limit; trip_time_s=0.014541000; analysis_version=v3",5317_v3_real_20260817T143315Z,580,61.33813895800267
1264,581,5317_v3_real_20260817T143315Z,2026-08-18T00:27:22.312025+00:00,84444.471676463,0.0143584999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.990453; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=0.000033935; t0_source=detected_onset; record_after_t0_s=0.249966; burst_start_s=0.000033935; t_end_s=0.014392435; decision=trip time within the pass limit; trip_time_s=0.014358500; analysis_version=v3",5317_v3_real_20260817T143315Z,581,60.32924153099884
1265,582,5317_v3_real_20260817T143315Z,2026-08-18T00:28:22.488891+00:00,84504.964730048,0.021133,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.791877; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.001010065; t0_source=detected_onset; record_after_t0_s=0.251009; burst_start_s=-0.001010065; t_end_s=0.020122935; decision=trip time within the pass limit; trip_time_s=0.021133000; analysis_version=v3",5317_v3_real_20260817T143315Z,582,60.49305358499987
1266,583,5317_v3_real_20260817T143315Z,2026-08-18T00:29:23.780093+00:00,84564.997670279,0.0214575,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.779783; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.001056565; t0_source=detected_onset; record_after_t0_s=0.251056; burst_start_s=-0.001056565; t_end_s=0.020400935; decision=trip time within the pass limit; trip_time_s=0.021457500; analysis_version=v3",5317_v3_real_20260817T143315Z,583,60.0329402310017
1267,584,5317_v3_real_20260817T143315Z,2026-08-18T00:30:24.248093+00:00,84626.388216461,0.0129079999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.964286; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.008488565; t0_source=detected_onset; record_after_t0_s=0.258488; burst_start_s=-0.008488565; t_end_s=0.004419435; decision=trip time within the pass limit; trip_time_s=0.012908000; analysis_version=v3",5317_v3_real_20260817T143315Z,584,61.39054618199589
1268,585,5317_v3_real_20260817T143315Z,2026-08-18T00:31:21.470402+00:00,84686.805524404,0.0118269999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.725817; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.005295565; t0_source=detected_onset; record_after_t0_s=0.255295; burst_start_s=-0.005295565; t_end_s=0.006531435; decision=trip time within the pass limit; trip_time_s=0.011827000; analysis_version=v3",5317_v3_real_20260817T143315Z,585,60.417307943003834
1269,586,5317_v3_real_20260817T143315Z,2026-08-18T00:32:23.377694+00:00,84743.946957242,0.0198995,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.722940; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=0.000120435; t0_source=detected_onset; record_after_t0_s=0.249879; burst_start_s=0.000120435; t_end_s=0.020019935; decision=trip time within the pass limit; trip_time_s=0.019899500; analysis_version=v3",5317_v3_real_20260817T143315Z,586,57.14143283800513
1270,587,5317_v3_real_20260817T143315Z,2026-08-18T00:33:23.510937+00:00,84805.933313739,0.0077129999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.905986; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.004358065; t0_source=detected_onset; record_after_t0_s=0.254358; burst_start_s=-0.004358065; t_end_s=0.003354935; decision=trip time within the pass limit; trip_time_s=0.007713000; analysis_version=v3",5317_v3_real_20260817T143315Z,587,61.98635649700009
1271,588,5317_v3_real_20260817T143315Z,2026-08-18T00:34:25.554891+00:00,84866.081622857,0.022595,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.717488; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.001812565; t0_source=detected_onset; record_after_t0_s=0.251812; burst_start_s=-0.001812565; t_end_s=0.020782435; decision=trip time within the pass limit; trip_time_s=0.022595000; analysis_version=v3",5317_v3_real_20260817T143315Z,588,60.148309117998
1272,589,5317_v3_real_20260817T143315Z,2026-08-18T00:35:29.916460+00:00,84928.130122565,0.0117339999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.985860; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.006478065; t0_source=detected_onset; record_after_t0_s=0.256478; burst_start_s=-0.006478065; t_end_s=0.005255935; decision=trip time within the pass limit; trip_time_s=0.011734000; analysis_version=v3",5317_v3_real_20260817T143315Z,589,62.04849970799114
1273,590,5317_v3_real_20260817T143315Z,2026-08-18T00:36:32.277660+00:00,84992.462489627,0.0253089999999999,FAIL,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.774742; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.004341565; t0_source=detected_onset; record_after_t0_s=0.254341; burst_start_s=-0.004341565; t_end_s=0.020967435; decision=trip time between the pass limit and the no-trip limit; trip_time_s=0.025309000; analysis_version=v3",5317_v3_real_20260817T143315Z,590,64.33236706200114
1274,591,5317_v3_real_20260817T143315Z,2026-08-18T00:37:33.348316+00:00,85054.833374812,0.0116159999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.950868; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.006311565; t0_source=detected_onset; record_after_t0_s=0.256311; burst_start_s=-0.006311565; t_end_s=0.005304435; decision=trip time within the pass limit; trip_time_s=0.011616000; analysis_version=v3",5317_v3_real_20260817T143315Z,591,62.37088518500968
1275,592,5317_v3_real_20260817T143315Z,2026-08-18T00:38:34.008974+00:00,85115.918791634,0.014631,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=1.015039; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.014630935; decision=trip time within the pass limit; trip_time_s=0.014631000; analysis_version=v3",5317_v3_real_20260817T143315Z,592,61.08541682199575
1276,593,5317_v3_real_20260817T143315Z,2026-08-18T00:39:35.878167+00:00,85176.662615503,0.0187189999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.711176; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.018718935; decision=trip time within the pass limit; trip_time_s=0.018719000; analysis_version=v3",5317_v3_real_20260817T143315Z,593,60.743823868993786
1277,594,5317_v3_real_20260817T143315Z,2026-08-18T00:40:35.762112+00:00,85238.421590872,0.0159564999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.948303; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.015956435; decision=trip time within the pass limit; trip_time_s=0.015956500; analysis_version=v3",5317_v3_real_20260817T143315Z,594,61.75897536901175
1278,595,5317_v3_real_20260817T143315Z,2026-08-18T00:41:37.162546+00:00,85298.312060495,0.0174635,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.889592; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.000720565; t0_source=detected_onset; record_after_t0_s=0.250720; burst_start_s=-0.000720565; t_end_s=0.016742935; decision=trip time within the pass limit; trip_time_s=0.017463500; analysis_version=v3",5317_v3_real_20260817T143315Z,595,59.89046962298744
1279,596,5317_v3_real_20260817T143315Z,2026-08-18T00:42:38.488979+00:00,85359.731483695,0.0165289999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.913750; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.016528935; decision=trip time within the pass limit; trip_time_s=0.016529000; analysis_version=v3",5317_v3_real_20260817T143315Z,596,61.41942320000089
1280,597,5317_v3_real_20260817T143315Z,2026-08-18T00:43:39.810306+00:00,85421.030895797,0.0112485,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.852284; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.005953065; t0_source=detected_onset; record_after_t0_s=0.255953; burst_start_s=-0.005953065; t_end_s=0.005295435; decision=trip time within the pass limit; trip_time_s=0.011248500; analysis_version=v3",5317_v3_real_20260817T143315Z,597,61.29941210200195
1281,598,5317_v3_real_20260817T143315Z,2026-08-18T00:44:42.354316+00:00,85482.359001653,0.0166979999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.817176; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.016697935; decision=trip time within the pass limit; trip_time_s=0.016698000; analysis_version=v3",5317_v3_real_20260817T143315Z,598,61.32810585600964
1282,599,5317_v3_real_20260817T143315Z,2026-08-18T00:45:43.020267+00:00,85544.940391822,0.024977,FAIL,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.724090; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.004172565; t0_source=detected_onset; record_after_t0_s=0.254172; burst_start_s=-0.004172565; t_end_s=0.020804435; decision=trip time between the pass limit and the no-trip limit; trip_time_s=0.024977000; analysis_version=v3",5317_v3_real_20260817T143315Z,599,62.58139016899804
1283,600,5317_v3_real_20260817T143315Z,2026-08-18T00:46:42.672642+00:00,85605.778669812,0.017781,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.686442; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=0.000044935; t0_source=detected_onset; record_after_t0_s=0.249955; burst_start_s=0.000044935; t_end_s=0.017825935; decision=trip time within the pass limit; trip_time_s=0.017781000; analysis_version=v3",5317_v3_real_20260817T143315Z,600,60.83827798999846
1284,601,5317_v3_real_20260817T143315Z,2026-08-18T00:47:49.986598+00:00,85665.209748651,0.0131429999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=1.032490; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.008719565; t0_source=detected_onset; record_after_t0_s=0.258719; burst_start_s=-0.008719565; t_end_s=0.004423435; decision=trip time within the pass limit; trip_time_s=0.013143000; analysis_version=v3",5317_v3_real_20260817T143315Z,601,59.43107883899938
1285,602,5317_v3_real_20260817T143315Z,2026-08-18T00:48:52.021805+00:00,85732.57690414,0.0235045,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.700560; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.003216065; t0_source=detected_onset; record_after_t0_s=0.253216; burst_start_s=-0.003216065; t_end_s=0.020288435; decision=trip time within the pass limit; trip_time_s=0.023504500; analysis_version=v3",5317_v3_real_20260817T143315Z,602,67.36715548900247
1286,603,5317_v3_real_20260817T143315Z,2026-08-18T00:49:52.685339+00:00,85794.57889133,0.0176339999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.735093; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.017633935; decision=trip time within the pass limit; trip_time_s=0.017634000; analysis_version=v3",5317_v3_real_20260817T143315Z,603,62.001987190000364
1287,604,5317_v3_real_20260817T143315Z,2026-08-18T00:50:52.491788+00:00,85855.259231958,0.0176534999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.863190; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.000971565; t0_source=detected_onset; record_after_t0_s=0.250971; burst_start_s=-0.000971565; t_end_s=0.016681935; decision=trip time within the pass limit; trip_time_s=0.017653500; analysis_version=v3",5317_v3_real_20260817T143315Z,604,60.680340627994156
1288,605,5317_v3_real_20260817T143315Z,2026-08-18T00:51:55.133008+00:00,85914.991899448,0.0143384999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.993874; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=0.000000435; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=0.000000435; t_end_s=0.014338935; decision=trip time within the pass limit; trip_time_s=0.014338500; analysis_version=v3",5317_v3_real_20260817T143315Z,605,59.73266748999595
